0.1	0	0	0
0.2	0	0	0
0.3	0	0	0
0.4	0	0	0
0.5	0	0	0
0.6	0	0	0
0.7	0	0	0
0.8	0	0	0
0.9	0	0	0
1	13	0.000238095	0.000238095
1.3	0	0	0.000238095
1.6	0	0	0.000238095
1.9	0	0	0.000238095
2.2	2	3.663E-05	0.000274725
2.5	0	0	0.000274725
3	5	9.15751E-05	0.0003663
4	5	9.15751E-05	0.000457875
5	2	3.663E-05	0.000494505
6	2	3.663E-05	0.000531136
7	0	0	0.000531136
8	1	1.8315E-05	0.000549451
9	0	0	0.000549451
10	1	1.8315E-05	0.000567766
11	1	1.8315E-05	0.000586081
12	0	0	0.000586081
13	0	0	0.000586081
14	1	1.8315E-05	0.000604396
15	1	1.8315E-05	0.000622711
16	0	0	0.000622711
17	0	0	0.000622711
18	1	1.8315E-05	0.000641026
19	0	0	0.000641026
20	2	3.663E-05	0.000677656
21	0	0	0.000677656
22	1	1.8315E-05	0.000695971
23	0	0	0.000695971
24	0	0	0.000695971
25	0	0	0.000695971
26	0	0	0.000695971
27	0	0	0.000695971
28	1	1.8315E-05	0.000714286
29	2	3.663E-05	0.000750916
30	1	1.8315E-05	0.000769231
31	0	0	0.000769231
32	0	0	0.000769231
33	0	0	0.000769231
34	1	1.8315E-05	0.000787546
35	0	0	0.000787546
37	1	1.8315E-05	0.000805861
39	0	0	0.000805861
41	1	1.8315E-05	0.000824176
43	0	0	0.000824176
45	2	3.663E-05	0.000860806
47	0	0	0.000860806
49	0	0	0.000860806
51	1	1.8315E-05	0.000879121
53	2	3.663E-05	0.000915751
55	0	0	0.000915751
60	2	3.663E-05	0.000952381
65	3	5.49451E-05	0.001007326
70	0	0	0.001007326
80	3	5.49451E-05	0.001062271
90	2	3.663E-05	0.001098901
100	5	9.15751E-05	0.001190476
110	4	7.32601E-05	0.001263736
120	3	5.49451E-05	0.001318681
130	5	9.15751E-05	0.001410256
140	3	5.49451E-05	0.001465201
150	5	9.15751E-05	0.001556777
160	2	3.663E-05	0.001593407
170	4	7.32601E-05	0.001666667
180	4	7.32601E-05	0.001739927
190	6	0.00010989	0.001849817
200	3	5.49451E-05	0.001904762
210	1	1.8315E-05	0.001923077
220	4	7.32601E-05	0.001996337
230	4	7.32601E-05	0.002069597
240	3	5.49451E-05	0.002124542
250	5	9.15751E-05	0.002216117
260	6	0.00010989	0.002326007
270	5	9.15751E-05	0.002417582
280	7	0.000128205	0.002545788
290	7	0.000128205	0.002673993
300	4	7.32601E-05	0.002747253
310	6	0.00010989	0.002857143
320	5	9.15751E-05	0.002948718
330	7	0.000128205	0.003076923
340	11	0.000201465	0.003278388
350	5	9.15751E-05	0.003369963
360	5	9.15751E-05	0.003461538
370	5	9.15751E-05	0.003553114
380	6	0.00010989	0.003663004
390	8	0.00014652	0.003809524
400	5	9.15751E-05	0.003901099
410	5	9.15751E-05	0.003992674
420	6	0.00010989	0.004102564
430	8	0.00014652	0.004249084
440	6	0.00010989	0.004358974
450	5	9.15751E-05	0.004450549
460	10	0.00018315	0.0046337
470	9	0.000164835	0.004798535
480	11	0.000201465	0.005
490	10	0.00018315	0.00518315
500	5	9.15751E-05	0.005274725
510	10	0.00018315	0.005457875
520	5	9.15751E-05	0.005549451
530	7	0.000128205	0.005677656
540	9	0.000164835	0.005842491
550	7	0.000128205	0.005970696
560	5	9.15751E-05	0.006062271
570	7	0.000128205	0.006190476
580	9	0.000164835	0.006355311
590	6	0.00010989	0.006465201
600	7	0.000128205	0.006593407
610	9	0.000164835	0.006758242
620	1	1.8315E-05	0.006776557
630	6	0.00010989	0.006886447
640	6	0.00010989	0.006996337
650	6	0.00010989	0.007106227
660	13	0.000238095	0.007344322
670	11	0.000201465	0.007545788
680	15	0.000274725	0.007820513
690	9	0.000164835	0.007985348
700	11	0.000201465	0.008186813
710	10	0.00018315	0.008369963
720	13	0.000238095	0.008608059
730	13	0.000238095	0.008846154
740	12	0.00021978	0.009065934
750	14	0.00025641	0.009322344
760	10	0.00018315	0.009505495
770	7	0.000128205	0.0096337
780	19	0.000347985	0.009981685
790	14	0.00025641	0.010238095
800	13	0.000238095	0.01047619
810	12	0.00021978	0.010695971
820	11	0.000201465	0.010897436
830	9	0.000164835	0.011062271
840	17	0.000311355	0.011373626
850	12	0.00021978	0.011593407
860	13	0.000238095	0.011831502
870	15	0.000274725	0.012106227
880	21	0.000384615	0.012490842
890	18	0.00032967	0.012820513
900	16	0.00029304	0.013113553
910	21	0.000384615	0.013498168
920	16	0.00029304	0.013791209
930	23	0.000421245	0.014212454
940	16	0.00029304	0.014505495
950	14	0.00025641	0.014761905
960	20	0.0003663	0.015128205
970	19	0.000347985	0.01547619
980	17	0.000311355	0.015787546
990	14	0.00025641	0.016043956
1000	18	0.00032967	0.016373626
1010	37	0.000677656	0.017051282
1020	27	0.000494505	0.017545788
1030	14	0.00025641	0.017802198
1040	24	0.00043956	0.018241758
1050	25	0.000457875	0.018699634
1060	36	0.000659341	0.019358974
1070	26	0.00047619	0.019835165
1080	25	0.000457875	0.02029304
1090	31	0.000567766	0.020860806
1100	26	0.00047619	0.021336996
1110	30	0.000549451	0.021886447
1120	26	0.00047619	0.022362637
1130	29	0.000531136	0.022893773
