15.75 300 6,0.6060000000000001 0.02619584360585133 0.42387533809789846 0.027789855691400505
78.75 30 6,0.027777777777777776 0.02446968393949471 0.014384154249809551 0.01334319698022762
63.0 30 6,0.03444444444444444 0.02786652489774323 0.01816168929078465 0.016505904892120636
52.5 30 6,0.04222222222222224 0.030951973949298044 0.02218495817344511 0.017671933645871815
21.0 150 6,0.4224444444444444 0.04342668008505689 0.2580597149845717 0.035612418263871744
31.5 60 6,0.12888888888888891 0.04080970593823768 0.06874374065343035 0.021045361703602515
63.0 150 6,0.08600000000000002 0.024242601009456553 0.04503023225652461 0.013803085783936492
10.5 60 6,0.5066666666666666 0.05315943872846972 0.3319042123707724 0.0585793807656032
63.0 240 6,0.10736111111111114 0.021960700729785697 0.05611724291004809 0.012531312464094255
31.5 150 6,0.24911111111111114 0.03353200056257298 0.1393111248663648 0.022695409273727755
73.5 300 6,0.08788888888888889 0.013122876077415725 0.04515959731730511 0.007229342082057479
36.75 240 6,0.25819444444444445 0.03435051035615621 0.14476543883228968 0.024304747095807874
10.5 120 6,0.6163888888888889 0.03958601355448415 0.430213265017839 0.04640123731847198
36.75 300 6,0.28822222222222227 0.028902560867358415 0.16389515661691686 0.02233183355548546
26.25 30 6,0.10888888888888891 0.042105100714436475 0.05899998763671272 0.0256606673200841
26.25 150 6,0.3226666666666667 0.03584328027316613 0.18725105150799803 0.028997123998405323
63.0 120 6,0.07777777777777779 0.020898047637560032 0.04039028494030259 0.011712394455631174
21.0 120 6,0.38555555555555554 0.042975732457363816 0.23036562534230393 0.03491127866410063
