78.75 60 5,0.022435897538461536 0.013822986180373649 0.011178425846153844 0.0071732958238874085
26.25 240 5,0.19551282053846156 0.029641804728692968 0.10677267003846154 0.018621250731039894
26.25 120 5,0.1208333333076923 0.02459609626103401 0.06350314476923077 0.013680358934874653
5.25 240 5,0.7900641026153846 0.020118403627771134 0.5706716972692308 0.04361385905154479
63.0 120 5,0.04326923080769232 0.016987179508708275 0.02175805903846153 0.008618304738025396
5.25 120 5,0.7009615384999999 0.03254901979229963 0.477655648423077 0.05949284232005821
15.75 150 5,0.30384615384615393 0.03600441944017699 0.17286872430769232 0.028713211784459326
42.0 120 5,0.06538461546153845 0.021395281167722262 0.03329661238461539 0.010794320523368919
15.75 240 5,0.41570512819230776 0.033737685540059424 0.24549702819230765 0.02878655849320423
31.5 120 5,0.09391025638461538 0.02710750322781298 0.048803890384615384 0.015274894537256329
36.75 30 5,0.04615384611538462 0.02627423289838207 0.0241014725 0.01487249605995708
52.5 120 5,0.048397435807692325 0.01328099325400597 0.024598858038461534 0.007307657968454211
5.25 30 5,0.37179487180769233 0.08508030781971951 0.22285420888461543 0.07385820531817754
78.75 240 5,0.04551282057692309 0.010712035237218264 0.023121282769230762 0.0058200615681866024
42.0 300 5,0.1042307692692308 0.014037729773809526 0.05477306573076923 0.009201365247417196
52.5 30 5,0.02820512807692307 0.02205724432215962 0.01459973819230769 0.012242222534201479
21.0 60 5,0.09999999996153844 0.027347088362023878 0.052773210076923045 0.016428444163191763
15.75 30 5,0.10512820511538463 0.04305860408558105 0.057245590769230754 0.026449169438653043
36.75 240 5,0.11634615388461542 0.015586944089324291 0.06144519549999999 0.009396656440196287
5.25 150 5,0.7353846153461538 0.025538255592053957 0.5115386187692307 0.054076820717362584
31.5 150 5,0.10948717946153842 0.02509285836803448 0.05733781223076923 0.013892470329798724
73.5 60 5,0.02371794873076923 0.014743589607023416 0.01171100426923077 0.0071440948768002705
21.0 300 5,0.3353846154230769 0.031106062434264573 0.1921796075384615 0.02314018187560416
31.5 300 5,0.1699999999615385 0.01778311880052271 0.09210059876923077 0.01254389984407127
73.5 240 5,0.05208333330769231 0.011396247873677136 0.026453021500000003 0.005986508701327373
10.5 300 5,0.6305128205 0.025109883394972964 0.41278692269230766 0.034718166876196103
31.5 240 5,0.14775641030769232 0.025975384138589203 0.07914728326923076 0.015052812846689266
73.5 300 5,0.053846153807692324 0.008304684387014111 0.027354108538461538 0.004876291636319507
10.5 60 5,0.2628205128461538 0.0492047207660073 0.1498063883461538 0.03538557202861731
73.5 30 5,0.021794871653846158 0.020552845528927697 0.011245971269230779 0.011188962740978905
10.5 240 5,0.5932692307692308 0.02550444398695055 0.38210065726923076 0.036235910761080514
