14.7 336 6,0.49577572964669736 0.023722650094440096 0.38822576344641213 0.03325501118298797
29.4 336 7,0.2945468509984638 0.029477169743609904 0.21814025434233028 0.028820769142345732
44.1 630 8,0.26231438812083974 0.020466712667503557 0.18643348143240973 0.018936663779009596
44.1 336 3,0.26411290322580644 0.028122754605378206 0.20366271738755995 0.0283339747414326
29.4 504 7,0.34338197644649254 0.024858156090974855 0.2560863995745461 0.02697172350013623
73.5 504 6,0.1294162826420891 0.0184738042272502 0.08743852536673688 0.015128403908715475
14.7 420 5,0.5431643625192014 0.020798396736562457 0.4267244492616491 0.03186063373409624
73.5 336 5,0.11175115207373269 0.01770994615790841 0.07750386937614012 0.01562187914209709
44.1 504 2,0.44822068612391197 0.0228201307388442 0.3601836183500056 0.029324692435729115
29.4 336 5,0.3033794162826421 0.024506590927420118 0.2279171051005125 0.02701313510291495
73.5 336 6,0.10186251920122887 0.01863558153223555 0.06872094324152522 0.01518340082235253
29.4 420 6,0.3246543778801843 0.023246400544691685 0.2393733476968426 0.025615962828215183
29.4 168 2,0.4316436251920123 0.042167577380060536 0.3426506833692964 0.04766591026607502
73.5 504 8,0.13044034818228367 0.018843092912282998 0.08730648262216861 0.013874538909842757
29.4 504 2,0.5556195596518178 0.023678401699481547 0.45220631621984525 0.034567917539898886
44.1 168 4,0.16762672811059912 0.025706709633148327 0.12029766040637525 0.023990699348485484
73.5 630 8,0.14720942140296978 0.016788585560760388 0.09879348615044643 0.013145916525230436
29.4 630 5,0.3873015873015874 0.022082804560008017 0.29068934411595326 0.025084254594448314
73.5 210 4,0.09984639016897082 0.021619185358843846 0.07018248138198394 0.01705708025448724
29.4 504 8,0.34485407066052226 0.018292187074138506 0.2573742430800231 0.02417824638012119
73.5 420 7,0.1155145929339478 0.019132596234154475 0.07777790403907155 0.01447615410103254
14.7 630 7,0.5779313876088068 0.021637974166006716 0.45289950142967944 0.029366408693152532
14.7 336 3,0.5639400921658987 0.020810978896291518 0.45462320645150484 0.040507173358630806
14.7 210 5,0.4430107526881722 0.02552882631095819 0.3423865653654688 0.03634569753155091
29.4 420 4,0.35184331797235013 0.024021404986540176 0.2664541587599356 0.026675211690835168
29.4 336 4,0.3230606758832566 0.025024660384094056 0.24428437809813414 0.027400041238004377
44.1 630 7,0.25985663082437277 0.022068790592133694 0.18526482008631578 0.01922660377697981
